Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Sweetness,Mouthfeel,Uniformity,Clean.Cup,Balance,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Robusta,Aico Van,Vietnam,Van Coffee Farm,1,Van Coffee Farm,,Van Coffee Farm,850,Lâm Đồng,Aico Van,1,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Aico Van,Thiện Trường,Washed / Wet,,7.75,7.58,,,,,10.0,7.67,,81.67,0.109,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Dalanka Forest Farm,Vietnam,Quang Farm,1,Quang Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,17,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Dalanka Forest Farm,Cũ,Natural / Dry,,7.67,7.58,,,,,10.0,7.67,,81.58,0.114,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Dalanka Forest Farm,Vietnam,Quang Farm,1,Quang Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,17,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Dalanka Forest Farm,Cũ,Natural / Dry,,7.67,7.58,,,,,10.0,7.67,,81.58,0.114,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Meka Phitsajarn,Thailand,Meka Phitsajarn,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"145 ,Moo. 2,Phu Fa, Bo Kluea ,Nan, 55220",560,"Phu Fa, Bo Kluea, Nan",Meka Phitsajarn,3,25 kg,Coffee Quality Institute,2023,"September 19th, 2024",Meka Phitsajarn,Mixed: unknown variety,Natural / Dry,,7.75,7.58,,,,,10.0,7.58,,81.58,0.092,2 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,Meka Phitsajarn,Thailand,Meka Phitsajarn,TCE,Big Black Box's Dry Mill Plant Sai Noi District,,"145 ,Moo. 2,Phu Fa, Bo Kluea ,Nan, 55220",560,"Phu Fa, Bo Kluea, Nan",Meka Phitsajarn,3,25 kg,Coffee Quality Institute,2024,"September 19th, 2024",Meka Phitsajarn,Mixed: unknown variety,Natural / Dry,,7.75,7.58,,,,,10.0,7.58,,81.58,0.092,2 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,Hương Lương Thị,Vietnam,CÔNG TY TNHH DV VÀ TM TÀI ĐỨC,1,CÔNG TY TNHH DV VÀ TM TÀI ĐỨC,,TAI DUC SERVICE AND TRADING COMPANY LIMITED,800,"Dak Mil , Dak Nong",Lương Thị Hương,5,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Hương Lương Thị,TR4,Natural / Dry,,7.67,7.58,,,,,10.0,7.67,,81.5,0.114,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Hương Lương Thị,Vietnam,CÔNG TY TNHH DV VÀ TM TÀI ĐỨC,1,CÔNG TY TNHH DV VÀ TM TÀI ĐỨC,,TAI DUC SERVICE AND TRADING COMPANY LIMITED,800,"Dak Mil , Dak Nong",Lương Thị Hương,5,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Hương Lương Thị,TR4,Natural / Dry,,7.67,7.58,,,,,10.0,7.67,,81.5,0.114,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Hoàng Thạch Lam,Vietnam,CODO FARM,1,CODO FARM,,CODO FARM SERVICES TRADING PRODUCTION COMPANY LIMITED,650,"Lộc Tân, Phú Lộc, Krông Năng, Đắk Lắk",Hoàng Thạch Lam,50,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Hoàng Thạch Lam,Cũ,Pulped natural / honey,,7.67,7.58,,,,,10.0,7.75,,81.5,0.112,0 full defects,0,Yellow-Green,2 full defects,,,,,,,,
Robusta,Hoàng Thạch Lam,Vietnam,CODO FARM,1,CODO FARM,,CODO FARM SERVICES TRADING PRODUCTION COMPANY LIMITED,650,"Lộc Tân, Phú Lộc, Krông Năng, Đắk Lắk",Hoàng Thạch Lam,50,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Hoàng Thạch Lam,Cũ,Pulped natural / honey,,7.67,7.58,,,,,10.0,7.75,,81.5,0.112,0 full defects,0,Yellow-Green,2 full defects,,,,,,,,
Robusta,Lữ Văn Kỳ,Vietnam,ANH KHƯƠNG,1,ANH KHƯƠNG,,Cà phê hữu cơ Việt,446,"Bình Hòa, Krong Ana, Đắk Lắk",Lữ Văn Kỳ,42,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Lữ Văn Kỳ,Mixed,Pulped natural / honey,,7.75,7.75,,,,,10.0,7.5,,81.33,0.099,0 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,Lữ Văn Kỳ,Vietnam,ANH KHƯƠNG,1,ANH KHƯƠNG,,Cà phê hữu cơ Việt,446,"Bình Hòa, Krong Ana, Đắk Lắk",Lữ Văn Kỳ,42,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Lữ Văn Kỳ,Mixed,Pulped natural / honey,,7.75,7.75,,,,,10.0,7.5,,81.33,0.099,0 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,Saya Miyazaki,India,Papakuchi Coffee,Papakuchi Robusta Washed-14/1593/2024/001,Laxmi Coffee Curing Works Ltd.,14/1593/2024/001,"Saka no Tochu Co., Ltd.",1150,"Western Ghats, India",Pavan,75,30 kg,Kim Kiljin Coffee Lab,2023,"September 10th, 2024",Saya Miyazaki,Old peridinia,Washed / Wet,,7.75,7.5,,,,,10.0,7.67,,81.33,0.108,0 full defects,0,Green,0 full defects,,,,,,,,
Robusta,Saya Miyazaki,India,Papakuchi Coffee,Papakuchi Robusta Washed-14/1593/2024/001,Laxmi Coffee Curing Works Ltd.,14/1593/2024/001,"Saka no Tochu Co., Ltd.",1150,"Western Ghats, India",Pavan,75,30 kg,Kim Kiljin Coffee Lab,2024,"September 10th, 2024",Saya Miyazaki,Old peridinia,Washed / Wet,,7.75,7.5,,,,,10.0,7.67,,81.33,0.108,0 full defects,0,Green,0 full defects,,,,,,,,
Robusta,Vo Ngoc Dung,Vietnam,Dũng Farm,1,Dũng Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,8,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Vo Ngoc Dung,Cũ,Pulped natural / honey,,7.67,7.67,,,,,10.0,7.67,,81.33,0.104,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,Vo Ngoc Dung,Vietnam,Dũng Farm,1,Dũng Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,8,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Vo Ngoc Dung,Cũ,Pulped natural / honey,,7.67,7.67,,,,,10.0,7.67,,81.33,0.104,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,Jring cafe,Vietnam,JRING café,1,JRING café,,Jring Cafe,1000,"Di Linh, Lâm Đồng",Vũ Quốc Bảo,8,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Jring cafe,"Sẻ, Giống cũ",Natural / Dry,,7.75,7.58,,,,,10.0,7.67,,81.25,0.099,0 full defects,0,Brownish,0 full defects,,,,,,,,
Robusta,Jring cafe,Vietnam,JRING café,1,JRING café,,Jring Cafe,1000,"Di Linh, Lâm Đồng",Vũ Quốc Bảo,8,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Jring cafe,"Sẻ, Giống cũ",Natural / Dry,,7.75,7.58,,,,,10.0,7.67,,81.25,0.099,0 full defects,0,Brownish,0 full defects,,,,,,,,
Robusta,ROLLING ROASTERS,Thailand,Munkhuan Lerdwarayoot,RR24001,Munkhuan Lerdwarayoot,,ROLLING ROASTERS,400-600,"Sanjaroen village,Nan,Thailand",Tanagrit Rungpokinan,6,5 kg,Coffee Quality Union,2023,"April 8th, 2024",ROLLING ROASTERS,Canephora,Natural / Dry,,7.5,7.5,,,,,10.0,7.58,,81.25,0.119,0 full defects,1,Brownish,1 full defects,,,,,,,,
Robusta,Nishant Gurjer,India,Sethuraman Estate,14/1148/2024/11 Jenumara (Honey Tree) Block,Kaapi Royale,14/1148/2024/11,Kaapi Royale,2870,"Magundi,Badra River Belt,Chikmagalur",Kaapi Royale,250,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"November 7th, 2024",Nishant Gurjer,SLN 274 Variety,Washed / Wet,,7.5,7.5,,,,,10.0,7.58,,81.25,0.142,0 full defects,2,Green,6 full defects,,,,,,,,
Robusta,Nishant Gurjer,India,Sethuraman Estate,14/1148/2024/11 Jenumara (Honey Tree) Block,Kaapi Royale,14/1148/2024/11,Kaapi Royale,2870,"Magundi,Badra River Belt,Chikmagalur",Kaapi Royale,250,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2025,"November 7th, 2024",Nishant Gurjer,SLN 274 Variety,Washed / Wet,,7.5,7.5,,,,,10.0,7.58,,81.25,0.142,0 full defects,2,Green,6 full defects,,,,,,,,
Robusta,Alexis Rodriguez,Guatemala,N/a,NHOL-1330/24,,,Nestle Nespresso SA,,,N/a,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023,"May 20th, 2024",Alexis Rodriguez,,Washed / Wet,,7.83,7.67,,,,,10.0,7.58,,81.25,0.112,0 full defects,0,,0 full defects,,,,,,,,
Robusta,Alexis Rodriguez,Guatemala,N/a,NHOL-1330/24,,,Nestle Nespresso SA,,,N/a,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"May 20th, 2024",Alexis Rodriguez,,Washed / Wet,,7.83,7.67,,,,,10.0,7.58,,81.25,0.112,0 full defects,0,,0 full defects,,,,,,,,
Robusta,Asri S,Indonesia,Asri Sappe,1,Asri Sappe,,CV Kopindo Sukses Bersama,56,Konawe Selatan,Asri Sappe,4,50 kg,5758 Coffee Lab,2023,"July 15th, 2024",Asri S,mix,Washed / Wet,,7.83,7.5,,,,,10.0,7.5,,81.17,0.117,0 full defects,2,Grey-whitish,5 full defects,,,,,,,,
Robusta,Nguyen Huu Thuan,Vietnam,Nguyên Sang Coffee,1,Nguyên Sang Coffee,,nguyensangfarm,600,"Thôn Thống Nhất, xã Iadin, Đức Cơ, Gia Lai",Nguyên Hữu Thuận,33,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Nguyen Huu Thuan,TS5,Natural / Dry,,7.67,7.67,,,,,10.0,7.67,,81.17,0.11,0 full defects,0,Green,0 full defects,,,,,,,,
Robusta,Nguyen Huu Thuan,Vietnam,Nguyên Sang Coffee,1,Nguyên Sang Coffee,,nguyensangfarm,600,"Thôn Thống Nhất, xã Iadin, Đức Cơ, Gia Lai",Nguyên Hữu Thuận,33,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Nguyen Huu Thuan,TS5,Natural / Dry,,7.67,7.67,,,,,10.0,7.67,,81.17,0.11,0 full defects,0,Green,0 full defects,,,,,,,,
Robusta,NGUYEN THI TRAN CHAU NGOC,Vietnam,ĐẠM COFFEE FARM,1,ĐẠM COFFEE FARM,,Đạm Coffee Farm,600,"Hoà Thuận, Buôn Mê Thuột, Đắk Lắk",Trần Thị Trân Châu Ngọc,20,60 kg,HQJ Coffee School,2023,"July 12th, 2024",NGUYEN THI TRAN CHAU NGOC,TR4,Natural / Dry,,7.58,7.58,,,,,10.0,7.67,,81.17,0.123,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,NGUYEN THI TRAN CHAU NGOC,Vietnam,ĐẠM COFFEE FARM,1,ĐẠM COFFEE FARM,,Đạm Coffee Farm,600,"Hoà Thuận, Buôn Mê Thuột, Đắk Lắk",Trần Thị Trân Châu Ngọc,20,60 kg,HQJ Coffee School,2024,"July 12th, 2024",NGUYEN THI TRAN CHAU NGOC,TR4,Natural / Dry,,7.58,7.58,,,,,10.0,7.67,,81.17,0.123,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,Dalanka Forest Farm,Vietnam,Cường Farm,1,Cường Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,8,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Dalanka Forest Farm,Cũ,Natural / Dry,,7.67,7.75,,,,,10.0,7.58,,81.08,0.113,0 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,Dalanka Forest Farm,Vietnam,Cường Farm,1,Cường Farm,,Dalanka Forest Farm,700,"Phú Xuân, Krông Năng, Đăk Lăk",Dalanka Forest Farm,8,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Dalanka Forest Farm,Cũ,Natural / Dry,,7.67,7.75,,,,,10.0,7.58,,81.08,0.113,0 full defects,0,Brownish,3 full defects,,,,,,,,
Robusta,hoaly coffee,Vietnam,Hoa Lý Coffee,1,Hoa Lý Coffee,,hoaly coffee,450,"Quảng Hiệp, Cư M'Gar, Đắk Lăk",Lê Thị Lý,33,60 kg,HQJ Coffee School,2023,"July 12th, 2024",hoaly coffee,"Vối, Sẻ, Dây",Natural / Dry,,7.58,7.58,,,,,10.0,7.67,,81.0,0.106,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,hoaly coffee,Vietnam,Hoa Lý Coffee,1,Hoa Lý Coffee,,hoaly coffee,450,"Quảng Hiệp, Cư M'Gar, Đắk Lăk",Lê Thị Lý,33,60 kg,HQJ Coffee School,2024,"July 12th, 2024",hoaly coffee,"Vối, Sẻ, Dây",Natural / Dry,,7.58,7.58,,,,,10.0,7.67,,81.0,0.106,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,NguyenDuyTan,Vietnam,Kỷ Nguyễn Coffee Farm,1,Kỷ Nguyễn Coffee Farm,,Tankynguyen,960,"Bảo Lộc, Lâm Đồng",Nguyễn Duy Tân,75,60 kg,HQJ Coffee School,2023,"July 12th, 2024",NguyenDuyTan,Sẻ,Natural / Dry,,7.58,7.58,,,,,10.0,7.58,,81.0,0.112,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,NguyenDuyTan,Vietnam,Kỷ Nguyễn Coffee Farm,1,Kỷ Nguyễn Coffee Farm,,Tankynguyen,960,"Bảo Lộc, Lâm Đồng",Nguyễn Duy Tân,75,60 kg,HQJ Coffee School,2024,"July 12th, 2024",NguyenDuyTan,Sẻ,Natural / Dry,,7.58,7.58,,,,,10.0,7.58,,81.0,0.112,0 full defects,0,Yellow-Green,1 full defects,,,,,,,,
Robusta,NGUYEN THI TRAN CHAU NGOC,Vietnam,ĐẠM COFFEE FARM,1,ĐẠM COFFEE FARM,,Đạm Coffee Farm,600,"Hoà Thuận, Buôn Mê Thuột, Đắk Lắk",Trần Thị Trân Châu Ngọc,20,60 kg,HQJ Coffee School,2023,"July 12th, 2024",NGUYEN THI TRAN CHAU NGOC,TR4,Honey (E02),,7.58,7.58,,,,,10.0,7.58,,80.83,0.107,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,NGUYEN THI TRAN CHAU NGOC,Vietnam,ĐẠM COFFEE FARM,1,ĐẠM COFFEE FARM,,Đạm Coffee Farm,600,"Hoà Thuận, Buôn Mê Thuột, Đắk Lắk",Trần Thị Trân Châu Ngọc,20,60 kg,HQJ Coffee School,2024,"July 12th, 2024",NGUYEN THI TRAN CHAU NGOC,TR4,Honey (E02),,7.58,7.58,,,,,10.0,7.58,,80.83,0.107,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,PIROM COFFEE,Thailand,"Coffee Grower Group Cooperative Member Group, Nan Province",2023-2024,PIYADON,,"PBGT CO.,LTD",500-600,Nan,PIYADON,2,1 kg,Specialty Coffee Institute of Thailand,2019,"July 8th, 2024",PIROM COFFEE,,Washed / Wet,,7.67,7.58,,,,,10.0,7.5,,80.83,0.104,0 full defects,0,Yellow-Green,16 full defects,,,,,,,,
Robusta,PIROM COFFEE,Thailand,"Coffee Grower Group Cooperative Member Group, Nan Province",2023-2024,PIYADON,,"PBGT CO.,LTD",500-600,Nan,PIYADON,2,1 kg,Specialty Coffee Institute of Thailand,2020,"July 8th, 2024",PIROM COFFEE,,Washed / Wet,,7.67,7.58,,,,,10.0,7.5,,80.83,0.104,0 full defects,0,Yellow-Green,16 full defects,,,,,,,,
Robusta,cafe nguyen cpr,Vietnam,NGUYỄN CPR FARM,1,NGUYỄN CPR FARM,,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ NGUYỄN CPR,480,"Làng Tung. Xã Ia O., huyện Chư Prông. tỉnh Gia Lai.",Công Ty CP Sản Xuất Và DV Nguyễn CPR,12,60 kg,HQJ Coffee School,2023,"July 12th, 2024",cafe nguyen cpr,Sẻ,Natural / Dry,,7.58,7.58,,,,,10.0,7.58,,80.75,0.1,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,cafe nguyen cpr,Vietnam,NGUYỄN CPR FARM,1,NGUYỄN CPR FARM,,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ NGUYỄN CPR,480,"Làng Tung. Xã Ia O., huyện Chư Prông. tỉnh Gia Lai.",Công Ty CP Sản Xuất Và DV Nguyễn CPR,12,60 kg,HQJ Coffee School,2024,"July 12th, 2024",cafe nguyen cpr,Sẻ,Natural / Dry,,7.58,7.58,,,,,10.0,7.58,,80.75,0.1,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Huỳnh Quốc Duy,Vietnam,ANA FARM,1,ANA FARM,,CÔNG TY TNHH SX TM DV ANA - (ANA FARM),500,"Bình Hòa, Krong Ana, Đắk Lắk",Huỳnh Quốc Duy,25,60 kg,HQJ Coffee School,2023,"July 12th, 2024",Huỳnh Quốc Duy,Mixed,Natural / Dry,,7.5,7.58,,,,,10.0,7.58,,80.67,0.096,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,Huỳnh Quốc Duy,Vietnam,ANA FARM,1,ANA FARM,,CÔNG TY TNHH SX TM DV ANA - (ANA FARM),500,"Bình Hòa, Krong Ana, Đắk Lắk",Huỳnh Quốc Duy,25,60 kg,HQJ Coffee School,2024,"July 12th, 2024",Huỳnh Quốc Duy,Mixed,Natural / Dry,,7.5,7.58,,,,,10.0,7.58,,80.67,0.096,0 full defects,0,Yellow-Green,0 full defects,,,,,,,,
Robusta,supriyadi,Indonesia,Lestari Coffee,1,Supriadi,,lestari coffee,900,Rejang Lebong,Supriadi,40,50 kg,5758 Coffee Lab,2023,"July 15th, 2024",supriyadi,Sintaro 1,Natural / Dry,,7.67,7.5,,,,,10.0,7.5,,80.67,0.11,0 full defects,3,Grey-brownish,3 full defects,,,,,,,,
Robusta,Nishant Gurjer,India,Sethuraman Estate,14/1148/2024/02 Boundary Block,Kaapi Royale,14/1148/2024/02,Kaapi Royale,2950,"Magundi,Badra River Belt,Chikmagalur",Kaapi Royale,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"November 7th, 2024",Nishant Gurjer,CXR VARIETY,Washed / Wet,,7.42,7.5,,,,,10.0,7.5,,80.42,0.139,0 full defects,1,Green,4 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,LAGOA DA MATA,RS871/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de Rondônia,Ediana Capich,4,60 kg,IMPERATOR SRL - Green Trading Company,2019,"November 20th, 2024",alessandro marconicchio,Clonal R15,FERMENTATION,,7.67,7.42,,,,,10.0,7.5,,80.33,0.117,2 full defects,0,Brownish,10 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,LAGOA DA MATA,RS871/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de Rondônia,Ediana Capich,4,60 kg,IMPERATOR SRL - Green Trading Company,2020,"November 20th, 2024",alessandro marconicchio,Clonal R15,FERMENTATION,,7.67,7.42,,,,,10.0,7.5,,80.33,0.117,2 full defects,0,Brownish,10 full defects,,,,,,,,
Robusta,Khanarat Sagulvongmongkol,Thailand,Khanarat,.,MOGOJU BEAN MILL,,.,.,"Tha Tapao, Mueng, Chumphon",Khanarat Sagulvongmongkol,1,2 kg,Coffee Quality Institute,2023,"April 5th, 2024",Khanarat Sagulvongmongkol,,,,7.17,7.25,,,,,10.0,7.42,,79.0,0.105,0 full defects,0,Greenish,0 full defects,,,,,,,,
Robusta,Khanarat Sagulvongmongkol,Thailand,Khanarat,.,MOGOJU BEAN MILL,,.,.,"Tha Tapao, Mueng, Chumphon",Khanarat Sagulvongmongkol,1,2 kg,Coffee Quality Institute,2024,"April 5th, 2024",Khanarat Sagulvongmongkol,,,,7.17,7.25,,,,,10.0,7.42,,79.0,0.105,0 full defects,0,Greenish,0 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,FAZENDA SELVA CAFÉ,RS870/24,wet mill,002-2020-0022,Kimbo S.P.A.,200,Matas de Rondônia,Juan Travain,1,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,CLONAL R15,Washed / Wet,,7.25,7.08,,,,,10.0,7.17,,77.5,0.106,0 full defects,0,Pale-yellow,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,FAZENDA SELVA CAFÉ,RS870/24,wet mill,002-2020-0022,Kimbo S.P.A.,200,Matas de Rondônia,Juan Travain,1,60 kg,IMPERATOR SRL - Green Trading Company,2024,"November 20th, 2024",alessandro marconicchio,CLONAL R15,Washed / Wet,,7.25,7.08,,,,,10.0,7.17,,77.5,0.106,0 full defects,0,Pale-yellow,2 full defects,,,,,,,,
Robusta,Diego José Bolaños,Peru,CEPRO YANESHA,Per117/23,CEPRO YANESHA,,eKô Kollektiv,1000,Villa Rica,CEPRO YANESHA,15,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023,"July 31st, 2024",Diego José Bolaños,Robusta,Washed / Wet,,7.58,7.33,,,,,9.33,7.5,,77.33,0.106,0 full defects,3,Yellow-green,0 full defects,,,,,,,,
Robusta,Diego José Bolaños,Peru,CEPRO YANESHA,Per117/23,CEPRO YANESHA,,eKô Kollektiv,1000,Villa Rica,CEPRO YANESHA,15,69 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2024,"July 31st, 2024",Diego José Bolaños,Robusta,Washed / Wet,,7.58,7.33,,,,,9.33,7.5,,77.33,0.106,0 full defects,3,Yellow-green,0 full defects,,,,,,,,
Robusta,Benjaphorn Phumkanao,Thailand,Yanghak Coffee Ratchaburi,Special Lot,Yanghak Coffee,,Yanghak Coffee Ratchaburi,1200,"Paktor, Ratchaburi",Benjaporn Phumkanao,2,10 kg,Coffee Quality Institute,2023,"April 5th, 2024",Benjaphorn Phumkanao,,Natural / Dry,,7.0,7.0,,,,,10.0,7.33,,77.08,0.118,0 full defects,0,Pale Yellow,3 full defects,,,,,,,,
Robusta,Benjaphorn Phumkanao,Thailand,Yanghak Coffee Ratchaburi,Special Lot,Yanghak Coffee,,Yanghak Coffee Ratchaburi,1200,"Paktor, Ratchaburi",Benjaporn Phumkanao,2,10 kg,Coffee Quality Institute,2024,"April 5th, 2024",Benjaphorn Phumkanao,,Natural / Dry,,7.0,7.0,,,,,10.0,7.33,,77.08,0.118,0 full defects,0,Pale Yellow,3 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,CHÁCARA PARANÁ,RS869/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de rondonia,Poliana Perrut de lima,1,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Clonal R15,Natural / Dry,,7.17,7.17,,,,,10.0,7.0,,76.83,0.106,0 full defects,0,Brownish,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,Brazil,CHÁCARA PARANÁ,RS869/24,DRY,002-2020-0022,Kimbo S.P.A.,232,Matas de rondonia,Poliana Perrut de lima,1,60 kg,IMPERATOR SRL - Green Trading Company,2024,"November 20th, 2024",alessandro marconicchio,Clonal R15,Natural / Dry,,7.17,7.17,,,,,10.0,7.0,,76.83,0.106,0 full defects,0,Brownish,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Harley Estate,India Parchment AB harley estate,wet mill,14/2629/2023/03,Kimbo S.P.A.,900-1000,Manjarabad,Harley Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2022,"November 20th, 2024",alessandro marconicchio,SNL 274,Washed / Wet,,6.67,6.83,,,,,10.0,6.92,,74.83,0.108,0 full defects,0,Pale-yellow,0 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Harley Estate,India Parchment AB harley estate,wet mill,14/2629/2023/03,Kimbo S.P.A.,900-1000,Manjarabad,Harley Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,SNL 274,Washed / Wet,,6.67,6.83,,,,,10.0,6.92,,74.83,0.108,0 full defects,0,Pale-yellow,0 full defects,,,,,,,,
Robusta,Alexis Rodriguez,Nicaragua,,NHOL-1128/24,,,Nestle Nespresso SA,,,,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2023,"September 10th, 2024",Alexis Rodriguez,Conilon,Natural / Dry,,6.83,7.17,,,,,9.33,7.08,,74.25,0.101,0 full defects,2,Brwonish - is natural process,2 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Kaimbatta Estate,India Kaapi Roayale A screen 17 Kodagu,wet mill,014/1616/2023/146,Kimbo S.P.A.,900,Coorg,Kaimbatta Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2022,"November 20th, 2024",alessandro marconicchio,Paradenya,Washed / Wet,,6.75,6.67,,,,,10.0,6.58,,73.92,0.093,0 full defects,0,Green,4 full defects,,,,,,,,
Robusta,alessandro marconicchio,India,Kaimbatta Estate,India Kaapi Roayale A screen 17 Kodagu,wet mill,014/1616/2023/146,Kimbo S.P.A.,900,Coorg,Kaimbatta Estate,5,60 kg,IMPERATOR SRL - Green Trading Company,2023,"November 20th, 2024",alessandro marconicchio,Paradenya,Washed / Wet,,6.75,6.67,,,,,10.0,6.58,,73.92,0.093,0 full defects,0,Green,4 full defects,,,,,,,,
